Population,Sample,Mut,Severity,col,row
TSI,25,25,25,1,1928
TSI,25,25,25,1,1929
TSI,25,25,25,1,1930
TSI,25,25,25,1,1931
TSI,25,25,25,1,1932
TSI,25,25,25,1,1933
TSI,25,25,25,1,1934
TSI,25,25,25,1,1935
TSI,25,25,25,1,1936
TSI,25,25,25,1,1937
TSI,25,25,25,1,1938
GIH,26,26,26,1,1939
GIH,26,26,26,1,1940
GIH,26,26,26,1,1941
GIH,26,26,26,1,1942
GIH,26,26,26,1,1943
GIH,26,26,26,1,1944
GIH,26,26,26,1,1945
GIH,26,26,26,1,1946
GIH,26,26,26,1,1947
GIH,26,26,26,1,1948
GIH,26,26,26,1,1949
GIH,26,26,26,1,1950
GIH,26,26,26,1,1951
GIH,26,26,26,1,1952
GIH,26,26,26,1,1953
GIH,26,26,26,1,1954
GIH,26,26,26,1,1955
GIH,26,26,26,1,1956
GIH,26,26,26,1,1957
GIH,26,26,26,1,1958
GIH,26,26,26,1,1959
GIH,26,26,26,1,1960
GIH,26,26,26,1,1961
GIH,26,26,26,1,1962
GIH,26,26,26,1,1963
GIH,26,26,26,1,1964
GIH,26,26,26,1,1965
GIH,26,26,26,1,1966
GIH,26,26,26,1,1967
GIH,26,26,26,1,1968
GIH,26,26,26,1,1969
TSI,25,25,25,1,1970
TSI,25,25,25,1,1971
MXL,24,24,24,1,1972
MXL,24,24,24,1,1973
MXL,24,24,24,1,1974
MXL,24,24,24,1,1975
MXL,24,24,24,1,1976
MXL,24,24,24,1,1977
MXL,24,24,24,1,1978
MXL,24,24,24,1,1979
MXL,24,24,24,1,1980
MXL,24,24,24,1,1981
MXL,24,24,24,1,1982
MXL,24,24,24,1,1983
MXL,24,24,24,1,1984
MXL,24,24,24,1,1985
MXL,24,24,24,1,1986
MXL,24,24,24,1,1987
MXL,24,24,24,1,1988
MXL,24,24,24,1,1989
MXL,24,24,24,1,1990
MXL,24,24,24,1,1991
MXL,24,24,24,1,1992
MXL,24,24,24,1,1993
MXL,24,24,24,1,1994
MXL,24,24,24,1,1995
MXL,24,24,24,1,1996
MXL,24,24,24,1,1997
TSI,25,25,25,1,1998
MXL,24,24,24,1,1999
TSI,25,25,25,1,2000
TSI,25,25,25,1,2001
TSI,25,25,25,1,2002
TSI,25,25,25,1,2003
TSI,25,25,25,1,2004
TSI,25,25,25,1,2005
TSI,25,25,25,1,2006
TSI,25,25,25,1,2007
TSI,25,25,25,1,2008
TSI,25,25,25,1,2009
TSI,25,25,25,1,2010
TSI,25,25,25,1,2011
TSI,25,25,25,1,2012
TSI,25,25,25,1,2013
TSI,25,25,25,1,2014
TSI,25,25,25,1,2015
MXL,24,24,24,1,2016
ASW,23,23,23,1,2017
CHB,20,20,20,1,2018
STU,16,16,16,1,2019
STU,16,16,16,1,2020
STU,16,16,16,1,2021
PJL,9,9,9,1,2022
STU,16,16,16,1,2023
BEB,14,14,14,1,2024
BEB,14,14,14,1,2025
ITU,17,17,17,1,2026
ITU,17,17,17,1,2027
STU,16,16,16,1,2028
BEB,14,14,14,1,2029
BEB,14,14,14,1,2030
BEB,14,14,14,1,2031
STU,16,16,16,1,2032
ITU,17,17,17,1,2033
STU,16,16,16,1,2034
ITU,17,17,17,1,2035
PJL,9,9,9,1,2036
CHB,20,20,20,1,2037
PJL,9,9,9,1,2038
MSL,15,15,15,1,2039
PJL,9,9,9,1,2040
MSL,15,15,15,1,2041
PJL,9,9,9,1,2042
CEU,18,18,18,1,2043
CEU,18,18,18,1,2044
CEU,18,18,18,1,2045
CEU,18,18,18,1,2046
CEU,18,18,18,1,2047
CEU,18,18,18,1,2048
CEU,18,18,18,1,2049
CEU,18,18,18,1,2050
CEU,18,18,18,1,2051
CEU,18,18,18,1,2052
CEU,18,18,18,1,2053
CEU,18,18,18,1,2054
CEU,18,18,18,1,2055
CEU,18,18,18,1,2056
CEU,18,18,18,1,2057
CEU,18,18,18,1,2058
CEU,18,18,18,1,2059
CEU,18,18,18,1,2060
CEU,18,18,18,1,2061
CEU,18,18,18,1,2062
CEU,18,18,18,1,2063
CEU,18,18,18,1,2064
CEU,18,18,18,1,2065
CEU,18,18,18,1,2066
CEU,18,18,18,1,2067
CEU,18,18,18,1,2068
CEU,18,18,18,1,2069
CEU,18,18,18,1,2070
CEU,18,18,18,1,2071
CEU,18,18,18,1,2072
CEU,18,18,18,1,2073
ITU,17,17,17,1,2074
CEU,18,18,18,1,2075
CEU,18,18,18,1,2076
CEU,18,18,18,1,2077
CEU,18,18,18,1,2078
CEU,18,18,18,1,2079
CEU,18,18,18,1,2080
CEU,18,18,18,1,2081
CEU,18,18,18,1,2082
CEU,18,18,18,1,2083
CEU,18,18,18,1,2084
CEU,18,18,18,1,2085
CEU,18,18,18,1,2086
CEU,18,18,18,1,2087
CEU,18,18,18,1,2088
CEU,18,18,18,1,2089
CHB,20,20,20,1,2090
CHB,20,20,20,1,2091
CHB,20,20,20,1,2092
CHB,20,20,20,1,2093
CHB,20,20,20,1,2094
CHB,20,20,20,1,2095
CHB,20,20,20,1,2096
CHB,20,20,20,1,2097
CHB,20,20,20,1,2098
CHB,20,20,20,1,2099
CHB,20,20,20,1,2100
CHB,20,20,20,1,2101
CHB,20,20,20,1,2102
CEU,18,18,18,1,2103
CEU,18,18,18,1,2104
CEU,18,18,18,1,2105
CEU,18,18,18,1,2106
CEU,18,18,18,1,2107
CEU,18,18,18,1,2108
CEU,18,18,18,1,2109
CEU,18,18,18,1,2110
CEU,18,18,18,1,2111
CEU,18,18,18,1,2112
CEU,18,18,18,1,2113
CEU,18,18,18,1,2114
CEU,18,18,18,1,2115
CEU,18,18,18,1,2116
CEU,18,18,18,1,2117
CEU,18,18,18,1,2118
ITU,17,17,17,1,2119
STU,16,16,16,1,2120
BEB,14,14,14,1,2121
BEB,14,14,14,1,2122
BEB,14,14,14,1,2123
STU,16,16,16,1,2124
STU,16,16,16,1,2125
ITU,17,17,17,1,2126
STU,16,16,16,1,2127
BEB,14,14,14,1,2128
ITU,17,17,17,1,2129
ITU,17,17,17,1,2130
ITU,17,17,17,1,2131
STU,16,16,16,1,2132
BEB,14,14,14,1,2133
STU,16,16,16,1,2134
STU,16,16,16,1,2135
STU,16,16,16,1,2136
STU,16,16,16,1,2137
STU,16,16,16,1,2138
STU,16,16,16,1,2139
BEB,14,14,14,1,2140
BEB,14,14,14,1,2141
ITU,17,17,17,1,2142
STU,16,16,16,1,2143
ITU,17,17,17,1,2144
STU,16,16,16,1,2145
ITU,17,17,17,1,2146
STU,16,16,16,1,2147
GBR,1,1,1,1,2148
GIH,26,26,26,1,2149
GWD,12,12,12,1,2150
GBR,1,1,1,1,2151
GBR,1,1,1,1,2152
GWD,12,12,12,1,2153
GBR,1,1,1,1,2154
GBR,1,1,1,1,2155
GBR,1,1,1,1,2156
GWD,12,12,12,1,2157
GWD,12,12,12,1,2158
ASW,23,23,23,1,2159
TSI,25,25,25,1,2160
PJL,9,9,9,1,2161
PJL,9,9,9,1,2162
PJL,9,9,9,1,2163
GIH,26,26,26,1,2164
GIH,26,26,26,1,2165
PJL,9,9,9,1,2166
STU,16,16,16,1,2167
BEB,14,14,14,1,2168
ITU,17,17,17,1,2169
ITU,17,17,17,1,2170
BEB,14,14,14,1,2171
ITU,17,17,17,1,2172
PJL,9,9,9,1,2173
STU,16,16,16,1,2174
STU,16,16,16,1,2175
STU,16,16,16,1,2176
BEB,14,14,14,1,2177
BEB,14,14,14,1,2178
BEB,14,14,14,1,2179
STU,16,16,16,1,2180
BEB,14,14,14,1,2181
BEB,14,14,14,1,2182
BEB,14,14,14,1,2183
STU,16,16,16,1,2184
GIH,26,26,26,1,2185
ACB,11,11,11,1,2186
ACB,11,11,11,1,2187
PEL,8,8,8,1,2188
ACB,11,11,11,1,2189
ACB,11,11,11,1,2190
ACB,11,11,11,1,2191
ACB,11,11,11,1,2192
ACB,11,11,11,1,2193
ACB,11,11,11,1,2194
GWD,12,12,12,1,2195
GWD,12,12,12,1,2196
GWD,12,12,12,1,2197
GWD,12,12,12,1,2198
GWD,12,12,12,1,2199
GWD,12,12,12,1,2200
ESN,13,13,13,1,2201
ESN,13,13,13,1,2202
GWD,12,12,12,1,2203
GWD,12,12,12,1,2204
ESN,13,13,13,1,2205
GWD,12,12,12,1,2206
GWD,12,12,12,1,2207
GWD,12,12,12,1,2208
GWD,12,12,12,1,2209
ACB,11,11,11,1,2210
GWD,12,12,12,1,2211
GWD,12,12,12,1,2212
ACB,11,11,11,1,2213
ACB,11,11,11,1,2214
ACB,11,11,11,1,2215
GWD,12,12,12,1,2216
GWD,12,12,12,1,2217
GWD,12,12,12,1,2218
GWD,12,12,12,1,2219
GWD,12,12,12,1,2220
GWD,12,12,12,1,2221
ACB,11,11,11,1,2222
GWD,12,12,12,1,2223
ACB,11,11,11,1,2224
GWD,12,12,12,1,2225
PUR,4,4,4,1,2226
PUR,4,4,4,1,2227
IBS,7,7,7,1,2228
GWD,12,12,12,1,2229
CLM,6,6,6,1,2230
CLM,6,6,6,1,2231
YRI,19,19,19,1,2232
YRI,19,19,19,1,2233
YRI,19,19,19,1,2234
YRI,19,19,19,1,2235
YRI,19,19,19,1,2236
YRI,19,19,19,1,2237
YRI,19,19,19,1,2238
LWK,22,22,22,1,2239
LWK,22,22,22,1,2240
LWK,22,22,22,1,2241
LWK,22,22,22,1,2242
LWK,22,22,22,1,2243
LWK,22,22,22,1,2244
LWK,22,22,22,1,2245
LWK,22,22,22,1,2246
LWK,22,22,22,1,2247
LWK,22,22,22,1,2248
LWK,22,22,22,1,2249
LWK,22,22,22,1,2250
LWK,22,22,22,1,2251
LWK,22,22,22,1,2252
LWK,22,22,22,1,2253
LWK,22,22,22,1,2254
LWK,22,22,22,1,2255
LWK,22,22,22,1,2256
LWK,22,22,22,1,2257
LWK,22,22,22,1,2258
LWK,22,22,22,1,2259
LWK,22,22,22,1,2260
YRI,19,19,19,1,2261
YRI,19,19,19,1,2262
YRI,19,19,19,1,2263
LWK,22,22,22,1,2264
LWK,22,22,22,1,2265
LWK,22,22,22,1,2266
LWK,22,22,22,1,2267
LWK,22,22,22,1,2268
LWK,22,22,22,1,2269
LWK,22,22,22,1,2270
LWK,22,22,22,1,2271
YRI,19,19,19,1,2272
YRI,19,19,19,1,2273
YRI,19,19,19,1,2274
YRI,19,19,19,1,2275
YRI,19,19,19,1,2276
LWK,22,22,22,1,2277
YRI,19,19,19,1,2278
YRI,19,19,19,1,2279
LWK,22,22,22,1,2280
GIH,26,26,26,1,2281
LWK,22,22,22,1,2282
LWK,22,22,22,1,2283
LWK,22,22,22,1,2284
LWK,22,22,22,1,2285
LWK,22,22,22,1,2286
LWK,22,22,22,1,2287
ASW,23,23,23,1,2288
ASW,23,23,23,1,2289
ASW,23,23,23,1,2290
MXL,24,24,24,1,2291
ASW,23,23,23,1,2292
ASW,23,23,23,1,2293
ASW,23,23,23,1,2294
ASW,23,23,23,1,2295
ASW,23,23,23,1,2296
MSL,15,15,15,1,2297
MSL,15,15,15,1,2298
MSL,15,15,15,1,2299
MSL,15,15,15,1,2300
ESN,13,13,13,1,2301
ESN,13,13,13,1,2302
ESN,13,13,13,1,2303
ESN,13,13,13,1,2304
ESN,13,13,13,1,2305
MSL,15,15,15,1,2306
ESN,13,13,13,1,2307
ESN,13,13,13,1,2308
ESN,13,13,13,1,2309
MSL,15,15,15,1,2310
ESN,13,13,13,1,2311
ESN,13,13,13,1,2312
ESN,13,13,13,1,2313
MSL,15,15,15,1,2314
MSL,15,15,15,1,2315
MSL,15,15,15,1,2316
MSL,15,15,15,1,2317
MSL,15,15,15,1,2318
MSL,15,15,15,1,2319
ESN,13,13,13,1,2320
GWD,12,12,12,1,2321
GWD,12,12,12,1,2322
ESN,13,13,13,1,2323
ESN,13,13,13,1,2324
ESN,13,13,13,1,2325
YRI,19,19,19,1,2326
YRI,19,19,19,1,2327
GIH,26,26,26,1,2328
GWD,12,12,12,1,2329
MSL,15,15,15,1,2330
YRI,19,19,19,1,2331
ACB,11,11,11,1,2332
GWD,12,12,12,1,2333
ESN,13,13,13,1,2334
GWD,12,12,12,1,2335
GWD,12,12,12,1,2336
GWD,12,12,12,1,2337
GWD,12,12,12,1,2338
GWD,12,12,12,1,2339
ACB,11,11,11,1,2340
PUR,4,4,4,1,2341
PUR,4,4,4,1,2342
GWD,12,12,12,1,2343
YRI,19,19,19,1,2344
YRI,19,19,19,1,2345
YRI,19,19,19,1,2346
YRI,19,19,19,1,2347
LWK,22,22,22,1,2348
YRI,19,19,19,1,2349
ESN,13,13,13,1,2350
ESN,13,13,13,1,2351
YRI,19,19,19,1,2352
ASW,23,23,23,1,2353
CDX,5,5,5,1,2354
JPT,21,21,21,1,2355
JPT,21,21,21,1,2356
JPT,21,21,21,1,2357
JPT,21,21,21,1,2358
JPT,21,21,21,1,2359
STU,16,16,16,1,2360
FIN,2,2,2,1,2361
STU,16,16,16,1,2362
STU,16,16,16,1,2363
STU,16,16,16,1,2364
STU,16,16,16,1,2365
STU,16,16,16,1,2366
MXL,24,24,24,1,2367
ACB,11,11,11,1,2368
ACB,11,11,11,1,2369
ACB,11,11,11,1,2370
ACB,11,11,11,1,2371
GWD,12,12,12,1,2372
GWD,12,12,12,1,2373
GWD,12,12,12,1,2374
GWD,12,12,12,1,2375
GWD,12,12,12,1,2376
GWD,12,12,12,1,2377
GWD,12,12,12,1,2378
GWD,12,12,12,1,2379
GWD,12,12,12,1,2380
GWD,12,12,12,1,2381
GWD,12,12,12,1,2382
GWD,12,12,12,1,2383
GWD,12,12,12,1,2384
ACB,11,11,11,1,2385
GWD,12,12,12,1,2386
GWD,12,12,12,1,2387
GWD,12,12,12,1,2388
PUR,4,4,4,1,2389
ASW,23,23,23,1,2390
GWD,12,12,12,1,2391
MSL,15,15,15,1,2392
MSL,15,15,15,1,2393
MSL,15,15,15,1,2394
GWD,12,12,12,1,2395
MSL,15,15,15,1,2396
MSL,15,15,15,1,2397
MSL,15,15,15,1,2398
MSL,15,15,15,1,2399
MSL,15,15,15,1,2400
MSL,15,15,15,1,2401
MSL,15,15,15,1,2402
MSL,15,15,15,1,2403
ASW,23,23,23,1,2404
FIN,2,2,2,1,2405
JPT,21,21,21,1,2406
JPT,21,21,21,1,2407
ITU,17,17,17,1,2408
STU,16,16,16,1,2409
PJL,9,9,9,1,2410
CHS,3,3,3,1,2411
STU,16,16,16,1,2412
JPT,21,21,21,1,2413
CHS,3,3,3,1,2414
CDX,5,5,5,1,2415
ITU,17,17,17,1,2416
ITU,17,17,17,1,2417
JPT,21,21,21,1,2418
KHV,10,10,10,1,2419
CDX,5,5,5,1,2420
KHV,10,10,10,1,2421
CHB,20,20,20,1,2422
JPT,21,21,21,1,2423
ITU,17,17,17,1,2424
JPT,21,21,21,1,2425
CHS,3,3,3,1,2426
FIN,2,2,2,1,2427
CEU,18,18,18,1,2428
TSI,25,25,25,1,2429
ESN,13,13,13,1,2430
STU,16,16,16,1,2431
STU,16,16,16,1,2432
GIH,26,26,26,1,2433
PJL,9,9,9,1,2434
PJL,9,9,9,1,2435
PJL,9,9,9,1,2436
PJL,9,9,9,1,2437
PJL,9,9,9,1,2438
TSI,25,25,25,1,2439
GIH,26,26,26,1,2440
GIH,26,26,26,1,2441
GIH,26,26,26,1,2442
STU,16,16,16,1,2443
BEB,14,14,14,1,2444
GIH,26,26,26,1,2445
PJL,9,9,9,1,2446
PJL,9,9,9,1,2447
PJL,9,9,9,1,2448
PJL,9,9,9,1,2449
PJL,9,9,9,1,2450
PJL,9,9,9,1,2451
PJL,9,9,9,1,2452
PJL,9,9,9,1,2453
GWD,12,12,12,1,2454
ASW,23,23,23,1,2455
ASW,23,23,23,1,2456
ASW,23,23,23,1,2457
ASW,23,23,23,1,2458
ASW,23,23,23,1,2459
ESN,13,13,13,1,2460
ESN,13,13,13,1,2461
ASW,23,23,23,1,2462
GIH,26,26,26,1,2463
GIH,26,26,26,1,2464
GIH,26,26,26,1,2465
GBR,1,1,1,1,2466
FIN,2,2,2,1,2467
ESN,13,13,13,1,2468
GWD,12,12,12,1,2469
GWD,12,12,12,1,2470
ASW,23,23,23,1,2471
STU,16,16,16,1,2472
YRI,19,19,19,1,2473
STU,16,16,16,1,2474
PJL,9,9,9,1,2475
PJL,9,9,9,1,2476
STU,16,16,16,1,2477
STU,16,16,16,1,2478
STU,16,16,16,1,2479
FIN,2,2,2,1,2480
TSI,25,25,25,1,2481
MSL,15,15,15,1,2482
MSL,15,15,15,1,2483
PEL,8,8,8,1,2484
ESN,13,13,13,1,2485
GWD,12,12,12,1,2486
YRI,19,19,19,1,2487
YRI,19,19,19,1,2488
LWK,22,22,22,1,2489
LWK,22,22,22,1,2490
YRI,19,19,19,1,2491
ASW,23,23,23,1,2492
MSL,15,15,15,1,2493
ESN,13,13,13,1,2494
MSL,15,15,15,1,2495
ESN,13,13,13,1,2496
ESN,13,13,13,1,2497
ASW,23,23,23,1,2498
GBR,1,1,1,1,2499
ASW,23,23,23,1,2500
ASW,23,23,23,1,2501
GWD,12,12,12,1,2502
ASW,23,23,23,1,2503
GWD,12,12,12,1,2504
GWD,12,12,12,1,2505
JPT,21,21,21,1,2506
GBR,1,1,1,1,2507
TSI,25,25,25,1,2508
PJL,9,9,9,1,2509
CHB,20,20,20,1,2510
JPT,21,21,21,1,2511
JPT,21,21,21,1,2512
YRI,19,19,19,1,2513
GIH,26,26,26,1,2514
PJL,9,9,9,1,2515
PJL,9,9,9,1,2516
CEU,18,18,18,1,2517
PJL,9,9,9,1,2518
CHB,20,20,20,1,2519
KHV,10,10,10,1,2520
KHV,10,10,10,1,2521
CHS,3,3,3,1,2522
KHV,10,10,10,1,2523
CDX,5,5,5,1,2524
CHS,3,3,3,1,2525
CHB,20,20,20,1,2526
CHB,20,20,20,1,2527
CHB,20,20,20,1,2528
CHB,20,20,20,1,2529
CHB,20,20,20,1,2530
CHB,20,20,20,1,2531
CHB,20,20,20,1,2532
CHB,20,20,20,1,2533
